PEOPLE,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
ชฉ-9937,20,21,17604.0,1,1,1,111
ชช-2966,87,3,1470.0,2,4,3,243
ชช-3424,172,7,4720.0,2,2,2,222
ชช-4178,354,4,200.0,4,3,4,434
ชช-5299,290,5,5350.0,3,3,2,332
ชช-7183,361,3,500.0,4,4,4,444
ชช-9247,36,8,2750.0,1,2,2,122
ชฎ-1804,75,11,19500.0,2,1,1,211
ชฎ-2747กทม,9,3,2850.0,1,4,2,142
ชฎ-7932,104,4,2900.0,2,3,2,232
ชฐ-2006,326,9,9200.0,4,2,1,421
ชฐ-3301,3,13,12800.0,1,1,1,111
ชฐ-6343,297,16,25871.0,3,1,1,311
ชฐ-7910,332,9,3220.0,4,2,2,422
ชฐ-8480,38,26,15370.0,1,1,1,111
ชฐ-9471,409,9,20800.0,4,2,1,421
ชณ-2368,11,8,3160.0,1,2,2,122
ชณ-3500,11,8,4700.0,1,2,2,122
ชณ-3500กทม,26,7,6500.0,1,2,2,122
ชณ-440,73,22,5218.0,2,1,2,212
ชณ-4442,275,9,15400.0,3,2,1,321
ชณ-4506,405,7,2110.0,4,2,3,423
ชณ-4545,16,11,13530.0,1,1,1,111
ชณ-8598,97,9,2830.0,2,2,2,222
ชณ-9756กทม,281,10,6550.0,3,2,2,322
ชต-2377,406,9,8000.0,4,2,2,422
ชต-5757,355,2,1450.0,4,4,3,443
ชต-7121,250,5,448.0,3,3,4,334
ชต-9342,348,9,12000.0,4,2,1,421
ชต-9770,180,4,200.0,3,3,4,334
ชถ-1158,428,5,1768.0,4,3,3,433
ชถ-2417,307,9,11400.0,4,2,1,421
ชถ-5158,109,30,25768.0,2,1,1,211
ชถ-7833 ,36,29,30298.0,1,1,1,111
ชท-2473,413,5,448.0,4,3,4,434
ชท-3774,424,2,300.0,4,4,4,444
ชท-5314,125,5,1175.0,2,3,3,233
ชท-5947,331,2,5900.0,4,4,2,442
ชท-7108กทม,342,32,32730.0,4,1,1,411
ชธ-6859,252,3,2750.0,3,4,2,342
ชธ-6958,44,2,4900.0,1,4,2,142
ชธ-9092,254,6,3200.0,3,2,2,322
ชบ-2041,203,7,2000.0,3,2,3,323
ชบ-2179,87,3,3325.0,2,4,2,242
ชบ-2775,176,2,430.0,3,4,4,344
ชบ-2953,52,17,21050.0,1,1,1,111
ชบ-3129กทม,31,5,660.0,1,3,4,134
ชบ-4990,329,10,17770.0,4,2,1,421
ชบ-5265,74,11,1260.0,2,1,3,213
ชบ-5381,402,3,3680.0,4,4,2,442
ชบ-6426,342,5,660.0,4,3,4,434
ชป-2249,209,2,2400.0,3,4,3,343
ชป-2953,131,2,4450.0,2,4,2,242
ชป-4990,38,5,640.0,1,3,4,134
ชผ-3714,105,10,6400.0,2,2,2,222
ชผ-6066,415,23,14000.0,4,1,1,411
ชผ-7280,355,9,4905.0,4,2,2,422
ชผ-8386,51,11,14000.0,1,1,1,111
ชฝ-7506,21,5,700.0,1,3,3,133
ชพ-1102,132,9,15000.0,2,2,1,221
ชพ-164,169,2,1450.0,2,4,3,243
ชพ-218,37,12,19800.0,1,1,1,111
ชพ-2350,133,10,4537.04,2,2,2,222
ชพ-3751กทม,309,18,27190.0,4,1,1,411
ชพ-4553,71,25,27580.0,2,1,1,211
ชพ-6304,63,5,860.0,1,3,3,133
ชพ-6561กทม,343,12,19450.0,4,1,1,411
ชพ-7453,133,9,8000.0,2,2,2,222
ชพ-9169,245,2,300.0,3,4,4,344
ชฟ-164,221,14,17400.0,3,1,1,311
ชฟ-3779,305,5,4500.0,4,3,2,432
ชภ-1081,407,2,1750.0,4,4,3,443
ชภ-1231,28,8,4180.0,1,2,2,122
ชภ-3361,211,3,2500.0,3,4,2,342
ชภ-6276,20,14,10700.0,1,1,1,111
ชภ-7066,203,5,1200.0,3,3,3,333
ชม-4513,385,16,16635.0,4,1,1,411
ชม-6456,335,2,230.0,4,4,4,444
ชม-8881,181,15,14740.0,3,1,1,311
ชย-2099,51,4,200.0,1,3,4,134
ชย-4009,195,6,1260.0,3,2,3,323
ชย-5261,115,34,32710.0,2,1,1,211
ชย-577,221,3,1950.0,3,4,3,343
ชย-612,154,10,1108.0,2,2,3,223
ชย-7043,120,4,200.0,2,3,4,234
ชย-7221,64,4,3500.0,1,3,2,132
ชย-7950,214,16,10065.0,3,1,1,311
ชย-9886,254,2,2100.0,3,4,3,343
ชร-1561,141,5,5200.0,2,3,2,232
ชร-2621,119,6,2000.0,2,2,3,223
ชร-4207,19,23,27530.0,1,1,1,111
ชร-927,421,4,1600.0,4,3,3,433
ชล-1301,338,2,900.0,4,4,3,443
ชล-1429,4,8,6421.74,1,2,2,122
ชล-1435,113,5,530.0,2,3,4,234
ชล-2371,42,10,3740.0,1,2,2,122
ชล-6598,256,3,1400.0,3,4,3,343
ชล-7570,57,20,11748.0,1,1,1,111
ชล-7756,38,18,13050.0,1,1,1,111
ชว-432,338,3,400.0,4,4,4,444
ชว-739,365,4,230.0,4,3,4,434
ชศ-2107กทม,74,30,21545.0,2,1,1,211
ชศ-2894,61,17,8921.029999999999,1,1,1,111
ชศ-5646,318,6,598.0,4,2,4,424
ชศ-7339กทม,203,3,330.0,3,4,4,344
ชศ-7958,177,22,17980.0,3,1,1,311
ชศ-9883,106,2,500.0,2,4,4,244
ชษ-2492,383,3,900.0,4,4,3,443
ชษ-3001,267,9,3848.0,3,2,2,322
ชษ-6405,205,13,5710.0,3,1,2,312
ชษ-9579,332,15,20050.0,4,1,1,411
ชส-9365,420,3,5050.0,4,4,2,442
ชห-3044,365,2,830.0,4,4,3,443
ชห-4456,228,18,700.0,3,1,3,313
ชห-5370,17,2,330.0,1,4,4,144
ชห-573,41,14,11448.0,1,1,1,111
ชห-7180,47,2,300.0,1,4,4,144
ชห-7882,55,6,29000.0,1,2,1,121
ชห-8087,46,12,5950.0,1,1,2,112
ชห-8680,212,5,330.0,3,3,4,334
ชฬ-1435,328,2,1450.0,4,4,3,443
ชฬ-2613,93,13,44200.0,2,1,1,211
ชฬ-4729,138,9,19800.0,2,2,1,221
ชฬ-5104,352,12,5900.0,4,1,2,412
ชฬ-5749,120,7,800.0,2,2,3,223
ชฬ-7210กทม,177,16,16490.0,3,1,1,311
ชฬ-8355,95,2,4150.0,2,4,2,242
ชอ-2583,324,2,100.0,4,4,4,444
ชอ-4835,36,4,1800.0,1,3,3,133
ชอ-4880,59,2,150.0,1,4,4,144
ชอ-543,106,2,230.0,2,4,4,244
ชอ-6894,52,10,6650.0,1,2,2,122
ชอ-784,303,5,660.0,3,3,4,334
ชาตรี,75,8,4000.0,2,2,2,222
ช่างตี๋,14,3,940.0,1,4,3,143
ซ-0023,1183,46,72616.92,4,1,1,411
ซ-004,43,5,677.56,1,3,3,133
ซ-005,1,244,300926.65,1,1,1,111
ซ-007,5,88,95257.91,1,1,1,111
ซ-013,3,28,5901.839999999999,1,1,2,112
ซ-016,4,8,1126.15,1,2,3,123
ซ-018,89,3,378.5,2,4,4,244
ซ-021,11,3,448.59000000000003,1,4,4,144
ซ-023,49,5,8324.3,1,3,2,132
ซ-030,134,8,33977.57,2,2,1,221
ซ-033,108,9,12684.119999999999,2,2,1,221
ซ-034,52,23,9018.69,1,1,1,111
ซ-036,106,32,28191.58,2,1,1,211
ซ-042,98,11,18671.4,2,1,1,211
ซ-045,352,14,2093.46,4,1,3,413
ซ-059,332,3,1469.16,4,4,3,443
ซ-065,316,2,349.53,4,4,4,444
ซ-071,288,6,15420.560000000001,3,2,1,321
ซ-084,122,6,2214.02,2,2,3,223
ซ-091,183,4,11028.04,3,3,1,331
ซ-094,360,31,141300.0,4,1,1,411
ซ-095,225,3,499.05999999999995,3,4,4,344
ซ-097,276,15,11800.0,3,1,1,311
ซ-098,256,3,558.88,3,4,4,344
ซ-099,232,3,479.44,3,4,4,344
ซ-200,15,7,23169.16,1,2,1,121
ซ-201,41,10,42056.08,1,2,1,121
ซ-202,15,2,3514.02,1,4,2,142
ฌก-1308,137,5,5200.0,2,3,2,232
ฌก-2846,226,2,600.0,3,4,4,344
ฌก-505,80,23,12168.0,2,1,1,211
ฌก-7028,11,3,1900.0,1,4,3,143
ฌข-2490,280,2,2500.0,3,4,2,342
ฌข-338กทม,389,2,230.0,4,4,4,444
ฌข-4058,8,4,2450.0,1,3,2,132
ฌข-5509,298,53,32080.0,3,1,1,311
ฌข-5980,115,2,160.0,2,4,4,244
ฌข-7463,168,4,4000.0,2,3,2,232
ฌข-8597,388,5,4800.0,4,3,2,432
ฌข-8828,214,3,420.0,3,4,4,344
ฌง-2058,105,6,3350.0,2,2,2,222
ฌง-286,242,4,200.0,3,3,4,334
ฌง-3876,420,12,4790.0,4,1,2,412
ฌง-4570,46,3,410.0,1,4,4,144
ฌง-4848กทม,31,4,200.0,1,3,4,134
ฌง-533กทม,96,10,17650.0,2,2,1,221
ฌง-9284,356,9,13000.0,4,2,1,421
ฌจ-223,159,5,660.0,2,3,4,234
ฌจ-4437,250,2,0.0,3,4,4,344
ฌจ-7796,318,5,730.0,4,3,3,433
ฌฉ-4206,78,20,17475.0,2,1,1,211
ฌฉ-5373,386,6,4870.0,4,2,2,422
ฌฉ-6048,260,4,360.0,3,3,4,334
ฌฉ-9022,131,5,8800.0,2,3,1,231
ฌช-1339,406,5,3450.0,4,3,2,432
ฌช-2553,378,6,3340.0,4,2,2,422
ฌช-6035,268,6,6500.0,3,2,2,322
ฌช-7794,67,15,33400.0,1,1,1,111
ฌช-8130,144,6,7320.0,2,2,2,222
ฌช-8401,161,4,530.0,2,3,4,234
ฌช-8862,244,2,230.0,3,4,4,344
ฌฌ-1522,162,22,23950.0,2,1,1,211
ฌฌ-7029,333,9,11200.0,4,2,1,421
ฌฌ-7455,63,18,24500.0,1,1,1,111
ฌฌ-772,127,9,920.0,2,2,3,223
ฌฌ-8511,409,2,1950.0,4,4,3,443
ฌฌ-9747,384,3,740.0,4,4,3,443
ฌฎ-2718,412,6,4950.0,4,2,2,422
ฌฎ-3462,45,15,22330.0,1,1,1,111
ฌฎ-8994,114,9,9000.0,2,2,1,221
ฌฎ-9966,415,13,21000.0,4,1,1,411
ฌฐ-205,55,3,800.0,1,4,3,143
ฌฐ-3094,339,2,200.0,4,4,4,444
ฌฐ-7445,209,4,200.0,3,3,4,334
ฌฐ-7846,227,3,350.0,3,4,4,344
ฌต-2111,303,3,380.0,3,4,4,344
ฌต-2485,304,9,22530.0,4,2,1,421
ฌต-2485กทม,344,2,1100.0,4,4,3,443
ฌต-5903,99,7,410.0,2,2,4,224
ฌต-6777,109,8,640.0,2,2,4,224
ฌต-8238,48,9,15160.0,1,2,1,121
ฌต-8492,21,5,1260.0,1,3,3,133
ฌต-8580,259,6,848.0,3,2,3,323
ฌต-941กทม,344,3,1470.0,4,4,3,443
ฌถ-4255,402,4,95.0,4,3,4,434
ฌถ-5689,405,3,1470.0,4,4,3,443
ฌถ-913,338,18,25800.0,4,1,1,411
ฌถ-9409,160,3,730.0,2,4,3,243
ฌท-3489กทม,311,12,13950.0,4,1,1,411
ฌท-9832,330,5,448.0,4,3,4,434
ฌธ-5901,7,9,4850.0,1,2,2,122
ฌธ-6684,49,9,15000.0,1,2,1,121
ฌธ-7795,21,2,2000.0,1,4,3,143
ฌธ-7837,126,2,1450.0,2,4,3,243
ฌน-1509,37,17,13960.0,1,1,1,111
ฌน-2604,316,5,448.0,4,3,4,434
ฌน-4806,177,10,9580.0,3,2,1,321
ฌน-6869,107,2,300.0,2,4,4,244
ฌบ-2847,285,3,250.0,3,4,4,344
ฌบ-5987,10,2,2090.0,1,4,3,143
ฌบ-6181,161,8,1190.0,2,2,3,223
ฌบ-6893,275,2,200.0,3,4,4,344
ฌบ-7680,59,10,10650.0,1,2,1,121
ฌบ-9372,244,5,9000.0,3,3,1,331
ฌป-4191,315,3,3000.0,4,4,2,442
ฌป-419กทม,45,3,310.0,1,4,4,144
ฌป-5987,182,9,1884.0,3,2,3,323
ฌป-6171,322,8,2310.0,4,2,3,423
ฌป-7856,22,6,4020.0,1,2,2,122
ฌป-9464,426,2,230.0,4,4,4,444
ฌป-9915กทม,127,9,11400.0,2,2,1,221
ฌผ-2415,229,10,19500.0,3,2,1,321
ฌผ-4043,347,2,470.0,4,4,4,444
ฌผ-5217,9,23,11860.0,1,1,1,111
ฌพ-2282,152,2,230.0,2,4,4,244
ฌพ-2856,62,2,1450.0,1,4,3,143
ฌพ-2924กทม,29,7,2098.0,1,2,3,123
ฌพ-4082,237,9,13600.0,3,2,1,321
ฌพ-8132,252,6,3050.0,3,2,2,322
ฌฟ-7402,341,2,570.0,4,4,4,444
ฌฟ-9230,2,5,2750.0,1,3,2,132
ฌภ-2475,273,3,280.0,3,4,4,344
ฌภ-2826,341,7,760.0,4,2,3,423
ฌภ-319กทม,86,14,6100.0,2,1,2,212
ฌภ-4318,419,5,448.0,4,3,4,434
ฌม-5300,25,26,10520.56,1,1,1,111
ฌม-6081,306,2,1450.0,4,4,3,443
ฌม-7963,358,4,6200.0,4,3,2,432
ฌม-9778กทม,208,5,660.0,3,3,4,334
ฌย-2275,110,2,230.0,2,4,4,244
ฌย-2620กทม,45,15,22112.88,1,1,1,111
ฌย-5071,325,2,800.0,4,4,3,443
ฌย-663,56,17,11848.0,1,1,1,111
ฌย-9132,0,11,6200.0,1,1,2,112
ฌร-2358,135,2,2000.0,2,4,3,243
ฌร-4143,0,19,17840.0,1,1,1,111
ฌร-7280,15,10,2760.0,1,2,2,122
ฌร-9161กทม,234,4,200.0,3,3,4,334
ฌล-182,261,9,920.0,3,2,3,323
ฌล-2418,49,12,7350.0,1,1,2,112
ฌล-7045,418,9,6400.0,4,2,2,422
ฌว-2903,185,2,200.0,3,4,4,344
ฌว-2936,110,14,4230.0,2,1,2,212
ฌว-5414,3,26,49403.0,1,1,1,111
ฌว-6945,313,5,660.0,4,3,4,434
ฌว-9016,192,3,448.0,3,4,4,344
ฌว-9601,94,2,200.0,2,4,4,244
ฌศ-1094,168,13,3960.0,2,1,2,212
ฌศ-5072,155,22,18000.0,2,1,1,211
ฌศ-5594,21,15,10100.0,1,1,1,111
ฌศ-5915,7,5,3600.0,1,3,2,132
ฌศ-8039,58,32,33675.0,1,1,1,111
ฌศ-8052,229,27,24060.0,3,1,1,311
ฌศ-9272,114,8,520.0,2,2,4,224
ฌศ-9575,82,10,13400.0,2,2,1,221
ฌษ-1630,308,25,24970.0,4,1,1,411
ฌษ-4246,297,6,410.0,3,2,4,324
ฌษ-4517,269,5,2750.0,3,3,2,332
ฌษ-6151,246,3,999.9999999999999,3,4,3,343
ฌษ-6491,85,14,12048.0,2,1,1,211
ฌษ-7052,405,5,350.0,4,3,4,434
ฌษ-9892,107,3,580.0,2,4,4,244
ฌส-4754,39,7,4650.0,1,2,2,122
ฌส-5500,422,9,648.0,4,2,4,424
ฌส-6778,361,9,11200.0,4,2,1,421
ฌส-9003กทม,311,5,2450.0,4,3,2,432
ฌห-1761,141,6,7050.0,2,2,2,222
ฌห-3944,237,7,960.0,3,2,3,323
ฌห-4988,65,9,12000.0,1,2,1,121
ฌห-5433,404,9,7600.0,4,2,2,422
ฌห-5450,98,8,2500.0,2,2,2,222
ฌห-5514,166,2,900.0,2,4,3,243
ฌห-6607,107,9,15000.0,2,2,1,221
ฌห-6850กทม,345,9,3660.0,4,2,2,422
ฌห-8167กทม,130,14,10092.0,2,1,1,211
ฌห-9857,223,8,15000.000000000002,3,2,1,321
ฌฬ-2979,182,5,448.0,3,3,4,334
ฌฬ-5456,404,4,360.0,4,3,4,434
ฌฬ-7795,165,10,760.0,2,2,3,223
ฌอ-1270,101,9,9000.0,2,2,1,221
ฌอ-2864,150,8,2450.0,2,2,2,222
ฌอ-2885,119,5,3970.0,2,3,2,232
ฌอ-5746,49,9,7200.0,1,2,2,122
ฌอ-8110,275,2,1450.0,3,4,3,343
ฌอ-915,266,7,2410.0,3,2,3,323
ฌฮ-3190กทม,345,15,28600.0,4,1,1,411
ฌฮ-6220,29,10,7800.0,1,2,2,122
ฌฮ-7064กทม,56,18,7730.0,1,1,2,112
ฌฮ-9564,203,3,3150.0,3,4,2,342
ญก-2206,342,9,8000.0,4,2,2,422
ญก-3908,109,8,11000.0,2,2,1,221
ญก-4999,78,3,1900.0,2,4,3,243
ญก-7417,38,9,15400.0,1,2,1,121
ญก-8933,62,5,11500.0,1,3,1,131
ญข-1162,64,4,2000.0,1,3,3,133
ญข-1192,10,9,2600.0,1,2,2,122
ญข-2296,21,10,12180.0,1,2,1,121
ญข-3672,239,2,150.0,3,4,4,344
ญข-4773,38,48,33967.91,1,1,1,111
ญข-6401,51,19,15150.0,1,1,1,111
ญข-6640,205,14,10520.0,3,1,1,311
ญข-7809,387,3,5900.0,4,4,2,442
ญข-8608,155,14,1580.0,2,1,3,213
ญข-8947,83,11,8860.0,2,1,1,211
ญค-3079กทม,337,10,16060.0,4,2,1,421
ญค-9445,37,8,4200.0,1,2,2,122
ญฆ-9110,275,2,230.0,3,4,4,344
ญง-1388,418,3,1600.0,4,4,3,443
ญง-1687,191,10,19800.0,3,2,1,321
ญง-3438,10,8,3130.0,1,2,2,122
ญง-3684กทม,231,9,7500.0,3,2,2,322
ญง-4294,14,4,460.0,1,3,4,134
ญง-4441,30,9,15400.0,1,2,1,121
ญง-4668กทม,31,8,4400.0,1,2,2,122
ญง-5293,417,5,660.0,4,3,4,434
ญง-7657,58,9,12000.0,1,2,1,121
ญจ-1367,49,22,30870.0,1,1,1,111
ญจ-1561,24,57,16870.0,1,1,1,111
ญจ-1905,20,9,9600.0,1,2,1,121
ญจ-3547,353,2,1450.0,4,4,3,443
ญจ-5001,245,7,510.0,3,2,4,324
ญจ-7747,6,10,10150.0,1,2,1,121
ญจ-9907กทม,86,3,420.0,2,4,4,244
ญฉ-1035,423,5,660.0,4,3,4,434
ญฉ-4062,11,12,6950.0,1,1,2,112
ญฉ-6291,126,7,2860.0,2,2,2,222
ญฉ-6493กทม,402,4,1160.0,4,3,3,433
ญฉ-8083,315,6,11500.0,4,2,1,421
ญช-1238กทม,140,2,1450.0,2,4,3,243
ญช-3263,67,14,8250.0,1,1,2,112
ญช-3750,50,16,12550.0,1,1,1,111
ญช-4164,175,33,28819.999999999996,2,1,1,211
ญช-4829กทม,417,7,860.0,4,2,3,423
ญช-5736,148,3,450.0,2,4,4,244
ญช-618,79,10,896.0,2,2,3,223
ญช-6536 ,326,2,210.0,4,4,4,444
ญช-7483,49,9,17000.0,1,2,1,121
ญช-7984,214,4,2850.0,3,3,2,332
ญฌ-1740,404,3,1600.0,4,4,3,443
ญฌ-3587,87,3,3350.0,2,4,2,242
ญฌ-4763,145,3,1250.0,2,4,3,243
ญฌ-6630,91,3,3900.0,2,4,2,242
ญฌ-7029,82,10,896.0,2,2,3,223
ญญ-1297กทม,25,9,1460.0,1,2,3,123
ญญ-4034,366,2,700.0,4,4,3,443
ญญ-5450,385,4,200.0,4,3,4,434
ญฎ-1544,193,25,19780.0,3,1,1,311
ญฎ-1804,147,5,250.0,2,3,4,234
ญฎ-5897,418,3,560.0,4,4,4,444
ญฎ-6622,43,5,33000.0,1,3,1,131
ญฎ-6956,335,2,900.0,4,4,3,443
ญฎ-7351,312,2,300.0,4,4,4,444
ญฎ-8109,64,16,15450.0,1,1,1,111
ญฎ-8200,57,24,14918.0,1,1,1,111
ญฎ-867,157,3,264.0,2,4,4,244
ญฐ-1470,116,6,10500.0,2,2,1,221
ญฐ-5068,406,4,200.0,4,3,4,434
ญฐ-6418,99,8,2690.0,2,2,2,222
ญฐ-8084,305,9,608.0,4,2,4,424
ญฐ-9653,241,16,12000.0,3,1,1,311
ญฒ-1037,41,13,3750.0,1,1,2,112
ญฒ-1178กทม,345,9,12000.0,4,2,1,421
ญฒ-2073,25,3,1630.0,1,4,3,143
ญฒ-2783,15,10,2563.2799999999997,1,2,2,122
ญฒ-3154,400,3,1900.0,4,4,3,443
ญฒ-3859,74,7,1670.0,2,2,3,223
ญฒ-4670,383,10,3560.0,4,2,2,422
ญฒ-5806,93,8,3670.0,2,2,2,222
ญฒ-7844,39,15,9693.75,1,1,1,111
ญณ-1217,133,2,250.0,2,4,4,244
ญณ-1381,354,2,2500.0,4,4,2,442
ญณ-2746กทม,343,8,3430.0,4,2,2,422
ญณ-3987,199,2,200.0,3,4,4,344
ญณ-4614,318,11,12500.0,4,1,1,411
ญณ-5012,413,2,230.0,4,4,4,444
ญณ-5539กทม,62,6,400.0,1,2,4,124
ญณ-7397,43,7,260.0,1,2,4,124
ญต-2818,4,11,5780.0,1,1,2,112
ญต-4644,361,5,1800.0,4,3,3,433
ญต-5550,240,9,15500.0,3,2,1,321
ญถ-275,87,3,1900.0,2,4,3,243
ญถ-5006,118,4,1390.0,2,3,3,233
ญถ-6315,110,9,14000.0,2,2,1,221
ญถ-7279,56,7,3500.0,1,2,2,122
ญท-1486,52,41,63980.0,1,1,1,111
ญท-3170,213,2,200.0,3,4,4,344
ญท-3423,27,30,11066.0,1,1,1,111
ญท-3997กทม,288,6,3050.0,3,2,2,322
ญท-404,427,5,350.0,4,3,4,434
ญท-4399,23,4,1680.0,1,3,3,133
ญท-4399กทม,343,9,2940.0,4,2,2,422
ญท-7772,219,5,4200.0,3,3,2,332
ญท-7952,63,9,12760.0,1,2,1,121
ญธ-2893,133,2,1950.0,2,4,3,243
ญธ-4152,71,6,2745.0,2,2,2,222
ญธ-5643,172,3,480.0,2,4,4,244
ญธ-7496,42,13,13004.71,1,1,1,111
ญธ-7660,427,9,988.0,4,2,3,423
ญธ-8590,121,4,200.0,2,3,4,234
ญธ-9280,8,2,250.0,1,4,4,144
ญน-1597,208,7,3020.0,3,2,2,322
ญน-1656,318,2,200.0,4,4,4,444
ญน-2229,165,12,1360.0,2,1,3,213
ญน-299,336,4,1100.0,4,3,3,433
ญน-4474,152,2,2800.0,2,4,2,242
ญน-4684,382,8,4120.0,4,2,2,422
ญน-5218,182,4,2280.0,3,3,3,333
ญน-5980กทม,24,12,10045.0,1,1,1,111
ญบ-1682,350,14,14500.0,4,1,1,411
ญบ-3931,346,3,420.0,4,4,4,444
ญบ-4207,388,9,13960.0,4,2,1,421
ญบ-4953,181,9,17400.0,3,2,1,321
ญบ-677,297,13,7740.0,3,1,2,312
ญบ-677กทม,285,15,22150.0,3,1,1,311
ญบ-7517,60,9,6500.0,1,2,2,122
ญบ-7885,84,12,2180.0,2,1,3,213
ญบ-933,209,2,3600.0,3,4,2,342
ญผ-1779,219,2,200.0,3,4,4,344
ญผ-3171,236,5,980.0,3,3,3,333
ญผ-4257,227,4,2900.0,3,3,2,332
ญผ-6102กทม,58,14,9710.0,1,1,1,111
ญผ-8045,192,4,200.0,3,3,4,334
ญผ-9608,88,2,8500.0,2,4,1,241
ญพ-2579,195,27,20088.0,3,1,1,311
ญพ-2934,339,9,8000.0,4,2,2,422
ญพ-2934กทม,57,13,16310.0,1,1,1,111
ญพ-6844,42,12,9560.0,1,1,1,111
ญพ-6867,79,4,1650.0,2,3,3,233
ญพ-6867กทม,343,2,2950.0,4,4,2,442
ญภ-1153,317,8,530.0,4,2,4,424
ญภ-1836,187,9,648.0,3,2,4,324
ญภ-2700,134,18,35300.0,2,1,1,211
ญภ-346,210,13,4668.0,3,1,2,312
ญภ-5175,60,16,3380.0,1,1,2,112
ญภ-5897,283,5,660.0,3,3,4,334
ญภ-7359,178,5,448.0,3,3,4,334
ญภ-8673,215,11,3790.0,3,1,2,312
ญภ-9715,145,6,5130.0,2,2,2,222
ญม-2280,23,10,4250.0,1,2,2,122
ญม-3767,30,11,3950.0,1,1,2,112
ญม-3849,6,8,3850.0,1,2,2,122
ญม-4205,352,5,660.0,4,3,4,434
ญม-5383,199,4,1690.0,3,3,3,333
ญม-7891,67,17,14860.0,1,1,1,111
ญม-8670,316,2,2000.0,4,4,3,443
ญม-9110,407,9,14000.0,4,2,1,421
ญย-3225,7,30,15840.0,1,1,1,111
ญย-8878,175,4,200.0,2,3,4,234
ญร-3791,261,6,8350.0,3,2,2,322
ญร-8179,51,2,1450.0,1,4,3,143
ญล-367,187,8,4300.0,3,2,2,322
ญล-4386,145,10,5500.0,2,2,2,222
ญล-4433กทม,197,6,600.0,3,2,4,324
ญล-6195,312,2,300.0,4,4,4,444
ญล-6388กทม,25,11,1448.0,1,1,3,113
ญล-758,4,6,9650.0,1,2,1,121
ญล-8473,51,7,4000.0,1,2,2,122
ญว-805กทม,282,13,14530.0,3,1,1,311
ญว-998,113,19,17685.0,2,1,1,211
ญศ-1810,22,8,3700.0,1,2,2,122
ญศ-3261,14,2,1450.0,1,4,3,143
ญศ-3540กทม,24,2,2250.0,1,4,3,143
ญศ-5570,26,14,10621.13,1,1,1,111
ญศ-9752,36,2,3100.0,1,4,2,142
ญศ-994,245,15,1810.0,3,1,3,313
ญษ-1094,28,9,5580.0,1,2,2,122
ญษ-3044,30,2,1450.0,1,4,3,143
ญษ-3451,84,8,2780.0,2,2,2,222
ญษ-8096,98,4,3700.0,2,3,2,232
ญษ-8333,113,11,3198.0,2,1,2,212
ญษ-8720,159,7,4700.0,2,2,2,222
ญษ-8723,406,4,2100.0,4,3,3,433
ญส-4217,89,11,5180.0,2,1,2,212
ญส-5658,212,4,1000.0,3,3,3,333
ญส-6919,219,2,2500.0,3,4,2,342
ญส-7023,7,12,2052.0,1,1,3,113
ญส-8323,298,13,18300.0,3,1,1,311
ญส-8788,240,6,1040.0,3,2,3,323
ญห-275,99,2,230.0,2,4,4,244
ญห-3114,265,3,580.0,3,4,4,344
ญห-3509,299,4,200.0,3,3,4,334
ญห-4494,203,2,200.0,3,4,4,344
ญห-4660กทม,116,9,9000.0,2,2,1,221
ญห-6250,87,3,1900.0,2,4,3,243
ญห-8409,161,8,4500.0,2,2,2,222
ญฬ-1363,8,54,19430.0,1,1,1,111
ญฬ-2405,90,13,9200.0,2,1,1,211
ญฬ-2779,420,4,200.0,4,3,4,434
ญฬ-3542,125,13,13800.0,2,1,1,211
ญฬ-3622กทม,263,5,600.0,3,3,4,334
ญฬ-5240,278,2,2100.0,3,4,3,343
ญฬ-5499,189,4,95.0,3,3,4,334
ญฬ-5895,98,6,4230.0,2,2,2,222
ญฬ-8007,376,2,200.0,4,4,4,444
ญอ-1625,56,13,1835.0,1,1,3,113
ญอ-3888,199,3,380.0,3,4,4,344
ญอ-4830,423,2,270.0,4,4,4,444
ญอ-6811,101,2,230.0,2,4,4,244
ญอ-7816,150,5,660.0,2,3,4,234
ญอ-7816กทม,29,3,2000.0,1,4,3,143
ญอ-7962,49,4,2900.0,1,3,2,132
ญฮ-4568,159,13,22450.0,2,1,1,211
ญฮ-6474,388,2,4800.0,4,4,2,442
ญฮ-8559,38,3,560.0,1,4,4,144
ญฮ-9401กทม,302,7,3748.0,3,2,2,322
ญฮ-9727กทม,343,9,9500.0,4,2,1,421
ฎก-1520,157,6,5500.0,2,2,2,222
ฎก-6709,84,5,600.0,2,3,4,234
ฎก-8153,334,3,1830.0,4,4,3,443
ฎข-6878,44,2,1450.0,1,4,3,143
ฎข-6878กทม,70,21,13630.0,2,1,1,211
ฎข-8619,188,3,1470.0,3,4,3,343
ฎข-8647,61,16,13948.0,1,1,1,111
ฎข-8884,249,12,8500.0,3,1,1,311
ฎค-4195,253,6,1100.0,3,2,3,323
ฎค-5724,405,9,21000.0,4,2,1,421
ฎค-6537,400,10,14250.0,4,2,1,421
ฎค-8138,194,9,860.0,3,2,3,323
ฎง-2747กทม,377,4,4600.0,4,3,2,432
ฎง-374,356,9,9760.0,4,2,1,421
ฎง-4859,175,2,600.0,2,4,4,244
ฎง-6181,54,5,18000.0,1,3,1,131
ฎง-6444,134,4,410.0,2,3,4,234
ฎง-6446,254,5,7820.0,3,3,2,332
